order_id,customer_id,product_id,order_date,product_category,product_name,quantity,unit_price,total_price,city,payment_method
ORD00017,CUST0001,PROD077,2024-06-27,Home & Kitchen,Pressure Cooker,1,3303.73,3303.73,Pune,Net Banking
ORD00018,CUST0123,PROD008,2023-11-11,Electronics,Headphones,3,70904.14,212712.42,Chennai,COD
ORD00019,CUST0393,PROD017,2024-06-29,Beauty,Moisturizer,3,2249.07,6747.21,Bangalore,Net Banking
ORD00020,CUST0109,PROD070,2024-03-09,Beauty,Lipstick,4,941.42,3765.68,Chennai,Debit Card
ORD00021,CUST0127,PROD029,2023-05-04,Clothing,Jacket,2,2358.51,4717.02,Delhi,Debit Card
ORD00022,CUST0363,PROD081,2023-03-14,Electronics,Smartwatch,1,22258.6,22258.6,Mumbai,Credit Card
ORD00023,CUST0143,PROD086,2023-09-01,Electronics,Laptop,1,69472.66,69472.66,Jaipur,Credit Card
ORD00024,CUST0209,PROD025,2024-04-29,Home & Kitchen,Lamp,1,4821.16,4821.16,Delhi,UPI
ORD00025,CUST0345,PROD084,2023-02-25,Books,Textbook,1,692.43,692.43,Delhi,UPI
ORD00026,CUST0098,PROD069,2023-07-16,Clothing,Jacket,1,4062.59,4062.59,Jaipur,Credit Card
ORD00027,CUST0227,PROD071,2023-03-19,Clothing,Jacket,4,2473.81,9895.24,Delhi,UPI
ORD00028,CUST0086,PROD053,2023-08-31,Books,Magazine,5,1270.27,6351.35,Jaipur,Net Banking
ORD00029,CUST0200,PROD034,2023-01-03,Electronics,Tablet,1,72683.21,72683.21,Jaipur,Debit Card
ORD00030,CUST0152,PROD028,2023-07-14,Clothing,Kurta,1,3410.46,3410.46,Mumbai,COD
ORD00031,CUST0245,PROD065,2024-08-21,Books,Fiction Novel,1,1146.91,1146.91,Ahmedabad,Credit Card
ORD00032,CUST0035,PROD087,2024-09-01,Electronics,Smartwatch,1,11008.36,11008.36,Chennai,Net Banking
ORD00033,CUST0042,PROD054,2024-09-26,Electronics,Smartwatch,2,23466.15,46932.3,Lucknow,COD
ORD00034,CUST0136,PROD051,2023-09-02,Home & Kitchen,Bedsheet,2,2031.15,4062.3,Bangalore,Debit Card
ORD00035,CUST0052,PROD010,2024-07-30,Clothing,T-Shirt,2,342.79,685.58,Ahmedabad,Credit Card
ORD00036,CUST0190,PROD037,2023-09-08,Home & Kitchen,Pressure Cooker,4,7499.38,29997.52,Bangalore,Net Banking
ORD00037,CUST0271,PROD002,2024-10-31,Sports,Yoga Mat,5,3786.17,18930.85,Ahmedabad,Debit Card
ORD00038,CUST0055,PROD096,2023-04-29,Beauty,Moisturizer,1,2828.94,2828.94,Ahmedabad,Credit Card
ORD00039,CUST0325,PROD034,2024-12-04,Electronics,Smartwatch,1,20797.22,20797.22,Ahmedabad,Net Banking
ORD00040,CUST0023,PROD001,2023-10-11,Electronics,Laptop,1,11922.39,11922.39,Pune,Credit Card
ORD00041,CUST0219,PROD072,2024-12-23,Home & Kitchen,Bedsheet,1,1711.03,1711.03,Mumbai,UPI
ORD00042,CUST0283,PROD019,2024-08-19,Electronics,Smartphone,3,45919.27,137757.81,Kolkata,Credit Card
ORD00043,CUST0184,PROD027,2023-02-10,Electronics,Headphones,3,72423.61,217270.83,Chennai,UPI
ORD00044,CUST0384,PROD020,2024-09-27,Clothing,Kurta,1,4455.32,4455.32,Chennai,Credit Card
ORD00045,CUST0211,PROD086,2023-12-07,Beauty,Lipstick,1,2667.85,2667.85,,Debit Card
ORD00046,CUST0114,PROD026,2024-04-26,Electronics,Laptop,1,33690.63,33690.63,Jaipur,Debit Card
ORD00047,CUST0169,PROD036,2024-02-13,Clothing,Jeans,2,1346.96,2693.92,Delhi,Debit Card
ORD00048,CUST0170,PROD004,2024-07-03,Clothing,Kurta,5,2177.89,10889.45,Delhi,Debit Card
ORD00049,CUST0374,PROD041,2023-12-20,Electronics,Headphones,2,7869.29,15738.58,Kolkata,COD
ORD00050,CUST0023,PROD091,2023-09-18,Beauty,Moisturizer,2,1277.93,2555.86,,UPI
ORD00051,CUST0101,PROD047,2024-11-17,Home & Kitchen,Lamp,4,5651.12,22604.48,Kolkata,UPI
ORD00052,CUST0369,PROD039,2023-05-08,Beauty,Perfume,2,1944.46,3888.92,Ahmedabad,Debit Card
ORD00053,CUST0099,PROD054,2023-05-11,Books,Textbook,1,662.76,662.76,Kolkata,Credit Card
ORD00054,CUST0147,PROD027,2023-11-08,Home & Kitchen,Bedsheet,3,3544.97,10634.91,Kolkata,COD
ORD00055,CUST0262,PROD061,2023-08-07,Home & Kitchen,Bedsheet,1,3986.88,3986.88,Bangalore,UPI
ORD00056,CUST0345,PROD040,2023-08-29,Electronics,Smartwatch,3,30139.12,90417.36,Chennai,Credit Card
ORD00057,CUST0234,PROD054,2023-03-16,Electronics,Laptop,1,23363.19,23363.19,Lucknow,Credit Card
ORD00058,CUST0353,PROD001,2024-11-02,Books,Comics,1,791.62,791.62,Delhi,Net Banking
ORD00059,CUST0234,PROD018,2023-05-05,Electronics,Smartwatch,2,39841.24,79682.48,,COD
ORD00060,CUST0314,PROD093,2024-03-29,Beauty,Serum,3,1087.75,3263.25,Ahmedabad,Net Banking
ORD00061,CUST0231,PROD034,2024-05-01,Sports,Racket,1,2841.15,2841.15,Chennai,Debit Card
ORD00062,CUST0040,PROD092,2024-03-26,Sports,Racket,1,3061.69,3061.69,Hyderabad,Credit Card
ORD00063,CUST0119,PROD050,2023-06-04,Electronics,Headphones,1,71977.01,71977.01,Bangalore,Credit Card
ORD00064,CUST0106,PROD054,2023-03-05,Electronics,Tablet,1,29816.1,29816.1,Kolkata,COD
ORD00065,CUST0245,PROD001,2024-01-25,Beauty,Moisturizer,3,2598.71,7796.13,Pune,Debit Card
ORD00066,CUST0113,PROD063,2024-09-09,Sports,Dumbbells,2,3367.4,6734.8,Chennai,Debit Card
ORD00067,CUST0371,PROD022,2024-02-19,Clothing,T-Shirt,2,2127.02,4254.04,Jaipur,Credit Card
ORD00068,CUST0340,PROD004,2024-07-31,Beauty,Serum,1,274.53,274.53,Delhi,Net Banking
ORD00069,CUST0109,PROD059,2023-12-02,Electronics,Tablet,1,18629.68,18629.68,Pune,Debit Card
ORD00070,CUST0130,PROD011,2024-03-07,Sports,Dumbbells,5,1885.34,9426.7,Jaipur,UPI
ORD00071,CUST0036,PROD100,2024-10-27,Books,Fiction Novel,1,1499.87,1499.87,Mumbai,UPI
ORD00072,CUST0065,PROD061,2023-09-02,Beauty,Lipstick,2,2549.68,5099.36,Delhi,COD
ORD00073,CUST0311,PROD078,2023-06-21,Beauty,Shampoo,3,2158.2,6474.6,Delhi,Credit Card
ORD00074,CUST0347,PROD049,2024-08-12,Beauty,Moisturizer,4,1819.9,7279.6,Kolkata,Credit Card
ORD00075,CUST0308,PROD016,2024-12-01,Electronics,Smartphone,3,12642.6,37927.8,Lucknow,UPI
ORD00076,CUST0175,PROD002,2024-10-25,Clothing,Saree,1,3408.81,3408.81,Kolkata,Net Banking
ORD00077,CUST0079,PROD056,2024-12-25,Electronics,Headphones,3,52668.88,158006.64,Bangalore,COD
ORD00078,CUST0239,PROD056,2024-05-10,Beauty,Perfume,4,1924.17,7696.68,Lucknow,Debit Card
ORD00079,CUST0125,PROD097,2024-04-06,Clothing,Jeans,1,4204.27,4204.27,Jaipur,COD
ORD00080,CUST0094,PROD063,2023-11-29,Home & Kitchen,Curtains,1,3022.31,3022.31,Chennai,Debit Card
ORD00081,CUST0285,PROD002,2023-10-10,Sports,Yoga Mat,2,1893.33,3786.66,Ahmedabad,Credit Card
ORD00082,CUST0244,PROD083,2024-12-08,Electronics,Tablet,3,41643.34,124930.02,Jaipur,Net Banking
ORD00083,CUST0157,PROD085,2023-09-07,Sports,Cricket Bat,1,1976.44,1976.44,Lucknow,Debit Card
ORD00084,CUST0170,PROD046,2024-07-17,Clothing,Kurta,5,1915.0,9575.0,Jaipur,Debit Card
ORD00085,CUST0381,PROD069,2023-05-03,Clothing,Jeans,1,866.2,866.2,Bangalore,Credit Card
ORD00086,CUST0306,PROD037,2024-06-21,Electronics,Tablet,2,25737.47,51474.94,Delhi,Credit Card
ORD00087,CUST0065,PROD036,2024-06-30,Electronics,Headphones,1,18458.12,18458.12,Mumbai,UPI
ORD00088,CUST0007,PROD074,2023-04-16,Home & Kitchen,Pressure Cooker,3,5283.66,15850.98,Hyderabad,Net Banking
ORD00089,CUST0059,PROD009,2024-05-04,Clothing,Jacket,1,1165.69,1165.69,Kolkata,Net Banking
ORD00090,CUST0044,PROD032,2023-11-08,Electronics,Laptop,3,16379.53,49138.59,Delhi,COD
ORD00091,CUST0195,PROD058,2024-06-19,Sports,Racket,2,3697.52,7395.04,Jaipur,Debit Card
ORD00092,CUST0379,PROD013,2024-09-16,Sports,Dumbbells,2,2039.97,4079.94,Chennai,Credit Card
ORD00093,CUST0081,PROD001,2023-03-18,Electronics,Laptop,1,16779.28,16779.28,Kolkata,Net Banking
ORD00094,CUST0145,PROD090,2024-12-24,Books,Comics,1,507.05,507.05,Jaipur,UPI
ORD00095,CUST0102,PROD055,2024-11-08,Books,Textbook,2,1202.75,2405.5,Delhi,COD
ORD00096,CUST0031,PROD022,2023-03-15,Electronics,Smartphone,3,73130.86,219392.58,Hyderabad,COD
ORD00097,CUST0353,PROD039,2024-04-24,Books,Magazine,1,1389.59,1389.59,Kolkata,Debit Card
ORD00098,CUST0377,PROD042,2024-03-18,Home & Kitchen,Curtains,2,3782.63,7565.26,Lucknow,Debit Card
ORD00099,CUST0301,PROD003,2024-08-12,Electronics,Smartphone,3,77143.33,231429.99,Hyderabad,COD
ORD00100,CUST0093,PROD075,2023-10-12,Electronics,Smartphone,2,40287.56,80575.12,Kolkata,Net Banking
ORD00101,CUST0054,PROD021,2024-11-17,Beauty,Shampoo,1,1173.64,1173.64,Pune,Net Banking
ORD00102,CUST0019,PROD059,2024-07-17,Books,Textbook,1,1027.28,1027.28,,Debit Card
ORD00103,CUST0001,PROD085,2024-06-10,Electronics,Laptop,1,77763.85,77763.85,Ahmedabad,Net Banking
ORD00104,CUST0321,PROD057,2024-05-25,Clothing,Jeans,2,2736.18,5472.36,Mumbai,Credit Card
ORD00105,CUST0249,PROD016,2024-12-16,Electronics,Smartphone,1,74575.46,74575.46,Mumbai,COD
ORD00106,CUST0048,PROD029,2024-02-22,Sports,Football,1,2070.59,2070.59,Delhi,Net Banking
ORD00107,CUST0362,PROD035,2024-06-05,Beauty,Lipstick,2,1594.95,3189.9,Kolkata,Net Banking
ORD00108,CUST0307,PROD066,2023-07-15,Beauty,Lipstick,1,1478.46,1478.46,Bangalore,UPI
ORD00109,CUST0002,PROD037,2023-10-01,Electronics,Tablet,3,30490.64,91471.92,Hyderabad,COD
ORD00110,CUST0177,PROD043,2024-05-10,Home & Kitchen,Curtains,1,6989.32,6989.32,Ahmedabad,
ORD00111,CUST0293,PROD050,2023-09-02,Clothing,Jacket,5,4387.0,21935.0,Chennai,Net Banking
ORD00112,CUST0340,PROD084,2024-01-31,Electronics,Tablet,3,57892.09,173676.27,Bangalore,Net Banking
ORD00113,CUST0226,PROD013,2023-04-13,Beauty,Lipstick,2,1605.92,3211.84,Ahmedabad,Net Banking
ORD00114,CUST0039,PROD061,2023-06-08,Electronics,Smartphone,2,35748.4,71496.8,Hyderabad,Debit Card
ORD00115,CUST0274,PROD049,2024-11-21,Home & Kitchen,Curtains,3,5373.42,16120.26,Pune,Net Banking
ORD00116,CUST0148,PROD030,2024-12-01,Sports,Cricket Bat,1,3819.14,3819.14,Delhi,Net Banking
ORD00117,CUST0024,PROD042,2023-01-30,Beauty,Moisturizer,2,1441.74,2883.48,Mumbai,Debit Card
ORD00118,CUST0350,PROD024,2024-08-02,Clothing,Saree,2,983.32,1966.64,Bangalore,Credit Card
ORD00119,CUST0074,PROD030,2024-08-20,Electronics,Tablet,1,51478.28,51478.28,Jaipur,Debit Card
ORD00120,CUST0347,PROD070,2023-10-22,Clothing,T-Shirt,1,4524.77,4524.77,Bangalore,UPI
ORD00121,CUST0354,PROD033,2024-03-10,Clothing,Jacket,1,4941.95,4941.95,Jaipur,Debit Card
ORD00122,CUST0293,PROD046,2024-01-26,Electronics,Tablet,1,69000.16,69000.16,Lucknow,Debit Card
ORD00123,CUST0141,PROD002,2024-02-10,Beauty,Perfume,3,260.45,781.35,Lucknow,UPI
ORD00124,CUST0311,PROD046,2023-08-24,Beauty,Shampoo,4,2531.78,10127.12,Chennai,Credit Card
ORD00125,CUST0021,PROD040,2024-10-23,Home & Kitchen,Pressure Cooker,4,5211.49,20845.96,Jaipur,UPI
ORD00126,CUST0090,PROD026,2024-03-01,Home & Kitchen,Pressure Cooker,1,1175.09,1175.09,Bangalore,COD
ORD00127,CUST0132,PROD062,2023-06-18,Sports,Yoga Mat,4,3325.39,13301.56,Hyderabad,Debit Card
ORD00128,CUST0347,PROD093,2023-08-20,Sports,Dumbbells,1,5788.45,5788.45,Kolkata,COD
ORD00129,CUST0189,PROD087,2024-04-10,Clothing,Saree,2,364.43,728.86,Hyderabad,COD
ORD00130,CUST0318,PROD072,2023-01-26,Clothing,Jacket,1,808.34,808.34,Pune,COD
ORD00131,CUST0155,PROD084,2024-12-18,Electronics,Laptop,1,52655.29,52655.29,Kolkata,UPI
ORD00132,CUST0121,PROD069,2023-04-10,Electronics,Laptop,1,27827.34,27827.34,Bangalore,Net Banking
ORD00133,CUST0213,PROD084,2023-06-08,Clothing,Kurta,2,2269.31,4538.62,Delhi,Net Banking
ORD00134,CUST0228,PROD031,2024-03-30,Home & Kitchen,Bedsheet,1,744.4,744.4,Pune,UPI
ORD00135,CUST0032,PROD051,2024-01-03,Beauty,Perfume,5,1724.05,8620.25,Hyderabad,Credit Card
ORD00136,CUST0306,PROD003,2024-10-16,Beauty,Shampoo,1,455.78,455.78,Mumbai,Debit Card
ORD00137,CUST0107,PROD076,2024-07-21,Electronics,Smartphone,1,64023.36,64023.36,Chennai,Credit Card
ORD00138,CUST0075,PROD017,2023-10-11,Clothing,Jeans,2,4006.41,8012.82,Ahmedabad,Debit Card
ORD00139,CUST0184,PROD031,2023-01-16,Sports,Cricket Bat,1,4067.69,4067.69,Lucknow,Debit Card
ORD00140,CUST0059,PROD096,2024-06-22,Electronics,Headphones,2,8929.93,17859.86,Delhi,Net Banking
ORD00141,CUST0114,PROD079,2024-05-30,Clothing,Jacket,1,2711.73,2711.73,Mumbai,COD
ORD00142,CUST0219,PROD088,2024-02-16,Clothing,T-Shirt,1,584.94,584.94,Delhi,Net Banking
ORD00143,CUST0076,PROD009,2024-09-14,Books,Comics,1,201.96,201.96,Bangalore,Debit Card
ORD00144,CUST0272,PROD038,2024-09-03,Home & Kitchen,Lamp,1,4612.22,4612.22,Jaipur,COD
ORD00145,CUST0334,PROD099,2024-11-01,Home & Kitchen,Mixer,1,6448.01,6448.01,Ahmedabad,Credit Card
ORD00146,CUST0213,PROD094,2024-02-13,Clothing,Jeans,3,2244.34,6733.02,Delhi,Debit Card
ORD00147,CUST0035,PROD012,2024-04-30,Clothing,Jacket,1,2058.59,2058.59,Delhi,UPI
ORD00148,CUST0288,PROD072,2024-08-23,Clothing,Jacket,2,4115.13,8230.26,Pune,UPI
ORD00149,CUST0308,PROD040,2023-10-22,Clothing,Saree,2,4379.9,8759.8,Pune,UPI
ORD00150,CUST0180,PROD072,2023-04-21,Home & Kitchen,Pressure Cooker,1,1659.63,1659.63,Pune,UPI
ORD00151,CUST0393,PROD080,2024-07-28,Sports,Racket,1,1588.33,1588.33,Lucknow,COD
ORD00152,CUST0174,PROD045,2023-11-13,Electronics,Headphones,1,7171.49,7171.49,Mumbai,Credit Card
ORD00153,CUST0016,PROD012,2024-10-10,Sports,Racket,1,4046.52,4046.52,Ahmedabad,Credit Card
ORD00154,CUST0398,PROD073,2023-11-29,Clothing,Saree,1,1901.55,1901.55,Lucknow,UPI
ORD00155,CUST0042,PROD035,2024-11-21,Sports,Football,2,1196.39,2392.78,Jaipur,Net Banking
ORD00156,CUST0059,PROD045,2024-06-08,Clothing,Saree,1,2246.08,2246.08,Kolkata,UPI
ORD00157,CUST0113,PROD051,2023-02-16,Electronics,Smartwatch,2,41497.46,82994.92,Lucknow,UPI
ORD00158,CUST0149,PROD042,2023-09-19,Electronics,Headphones,3,75899.31,227697.93,Delhi,UPI
ORD00159,CUST0118,PROD065,2024-12-21,Clothing,Saree,1,1124.94,1124.94,Ahmedabad,Debit Card
ORD00160,CUST0161,PROD074,2023-03-21,Electronics,Laptop,1,37716.47,37716.47,Kolkata,COD
ORD00161,CUST0088,PROD080,2023-11-29,Clothing,Saree,1,1660.01,1660.01,Jaipur,Debit Card
ORD00162,CUST0041,PROD051,2024-06-20,Electronics,Laptop,2,23248.74,46497.48,Hyderabad,Debit Card
ORD00163,CUST0262,PROD025,2024-06-27,Electronics,Smartphone,2,10728.45,21456.9,Pune,Debit Card
ORD00164,CUST0089,PROD078,2023-07-22,Books,Self Help,1,430.01,430.01,Bangalore,UPI
ORD00165,CUST0230,PROD088,2024-08-16,Electronics,Tablet,2,39796.48,79592.96,Lucknow,COD
ORD00166,CUST0324,PROD039,2024-03-28,Clothing,Jacket,1,1008.65,1008.65,Hyderabad,COD
ORD00167,CUST0030,PROD048,2023-02-08,Electronics,Smartwatch,1,10564.3,10564.3,Hyderabad,UPI
ORD00168,CUST0298,PROD071,2024-04-18,Home & Kitchen,Mixer,2,5112.18,10224.36,Mumbai,Net Banking
ORD00169,CUST0257,PROD020,2024-05-02,Beauty,Serum,1,2024.8,2024.8,Mumbai,Net Banking
ORD00170,CUST0089,PROD006,2024-10-23,Electronics,Headphones,1,78678.92,78678.92,Chennai,Net Banking
ORD00171,CUST0145,PROD050,2024-01-17,Beauty,Serum,1,1663.22,1663.22,Kolkata,
ORD00172,CUST0169,PROD013,2023-03-09,Books,Fiction Novel,2,1204.71,2409.42,Ahmedabad,Net Banking
ORD00173,CUST0340,PROD019,2024-08-19,Electronics,Smartwatch,1,70495.97,70495.97,Pune,Debit Card
ORD00174,CUST0159,PROD072,2023-03-28,Beauty,Shampoo,2,560.19,1120.38,Kolkata,Debit Card
ORD00175,CUST0186,PROD003,2024-06-04,Sports,Racket,2,831.78,1663.56,Pune,Debit Card
ORD00176,CUST0116,PROD018,2023-07-16,Electronics,Smartphone,3,30629.93,91889.79,Bangalore,UPI
ORD00177,CUST0020,PROD085,2024-06-23,Electronics,Laptop,2,43076.73,86153.46,Pune,COD
ORD00178,CUST0395,PROD080,2024-12-10,Electronics,Tablet,1,16568.96,16568.96,Bangalore,Net Banking
ORD00179,CUST0313,PROD037,2024-03-30,Electronics,Headphones,1,55727.22,55727.22,Jaipur,Credit Card
ORD00180,CUST0189,PROD087,2023-07-18,Home & Kitchen,Bedsheet,3,7741.94,23225.82,Lucknow,Net Banking
ORD00181,CUST0083,PROD026,2024-03-04,Clothing,Jacket,2,3956.96,7913.92,Lucknow,Credit Card
ORD00182,CUST0053,PROD092,2024-07-21,Sports,Cricket Bat,4,3954.36,15817.44,Ahmedabad,UPI
ORD00183,CUST0224,PROD012,2023-05-31,Electronics,Smartphone,4,25459.35,101837.4,Chennai,Net Banking
ORD00184,CUST0121,PROD050,2024-01-18,Sports,Cricket Bat,1,2664.33,2664.33,Delhi,Debit Card
ORD00185,CUST0172,PROD019,2024-10-27,Electronics,Headphones,3,74811.94,224435.82,Bangalore,UPI
ORD00186,CUST0241,PROD058,2024-12-23,Electronics,Tablet,1,57205.4,57205.4,Lucknow,UPI
ORD00187,CUST0373,PROD078,2024-07-15,Beauty,Moisturizer,3,915.84,2747.52,Ahmedabad,Net Banking
ORD00188,CUST0215,PROD082,2023-09-02,Electronics,Headphones,1,22823.02,22823.02,Lucknow,Net Banking
ORD00189,CUST0295,PROD031,2024-06-11,Electronics,Tablet,1,49755.43,49755.43,Bangalore,Debit Card
ORD00190,CUST0341,PROD086,2023-07-11,Clothing,Kurta,2,1957.59,3915.18,Delhi,COD
ORD00191,CUST0284,PROD003,2024-06-03,Beauty,Moisturizer,2,2869.48,5738.96,Kolkata,Net Banking
ORD00192,CUST0183,PROD009,2023-01-17,Electronics,Tablet,1,78577.96,78577.96,Pune,Credit Card
ORD00193,CUST0069,PROD006,2023-12-07,Books,Fiction Novel,2,1179.87,2359.74,Pune,COD
ORD00194,CUST0246,PROD081,2024-12-13,Clothing,Jeans,2,4202.63,8405.26,Bangalore,Credit Card
ORD00195,CUST0022,PROD041,2023-07-24,Electronics,Tablet,1,7773.78,7773.78,Hyderabad,COD
ORD00196,CUST0098,PROD037,2024-10-24,Clothing,Kurta,1,2524.45,2524.45,Pune,UPI
ORD00197,CUST0205,PROD096,2024-03-23,Sports,Yoga Mat,3,1856.61,5569.83,Jaipur,Net Banking
ORD00198,CUST0137,PROD011,2024-06-15,Clothing,Jeans,1,2631.65,2631.65,Kolkata,UPI
ORD00199,CUST0168,PROD085,2023-03-23,Clothing,Jeans,1,2863.28,2863.28,Hyderabad,Debit Card
ORD00200,CUST0022,PROD094,2024-04-02,Clothing,Saree,1,1082.4,1082.4,Pune,COD
ORD00201,CUST0039,PROD086,2023-02-28,Beauty,Perfume,3,1990.15,5970.45,Kolkata,Debit Card
ORD00202,CUST0348,PROD057,2024-09-14,Home & Kitchen,Pressure Cooker,1,7645.87,7645.87,Mumbai,Credit Card
ORD00203,CUST0310,PROD020,2023-02-03,Electronics,Headphones,4,32161.29,128645.16,Jaipur,Debit Card
ORD00204,CUST0161,PROD084,2024-02-12,Clothing,T-Shirt,2,2997.01,5994.02,Hyderabad,Credit Card
ORD00205,CUST0288,PROD016,2024-02-01,Beauty,Moisturizer,1,2259.63,2259.63,Hyderabad,Debit Card
ORD00206,CUST0103,PROD016,2024-05-17,Books,Self Help,1,1494.91,1494.91,Bangalore,UPI
ORD00207,CUST0342,PROD045,2023-11-24,Clothing,Saree,3,4987.13,14961.39,Delhi,COD
ORD00208,CUST0327,PROD023,2024-12-18,Home & Kitchen,Bedsheet,2,6885.07,13770.14,Pune,COD
ORD00209,CUST0014,PROD047,2024-05-20,Electronics,Smartphone,1,64404.93,64404.93,Ahmedabad,COD
ORD00210,CUST0159,PROD051,2023-03-09,Clothing,Kurta,4,909.05,3636.2,Jaipur,COD
ORD00211,CUST0329,PROD010,2023-11-21,Clothing,Saree,1,4169.52,4169.52,Jaipur,Net Banking
ORD00212,CUST0328,PROD076,2024-07-18,Books,Textbook,3,278.8,836.4,Bangalore,Credit Card
ORD00213,CUST0085,PROD021,2023-11-08,Clothing,T-Shirt,2,4207.37,8414.74,Pune,Credit Card
ORD00214,CUST0101,PROD082,2023-09-14,Clothing,Kurta,3,4506.05,13518.15,Ahmedabad,Debit Card
ORD00215,CUST0087,PROD076,2024-10-18,Electronics,Headphones,1,51082.12,51082.12,Lucknow,Credit Card
ORD00216,CUST0022,PROD004,2024-07-31,Electronics,Smartwatch,2,59047.46,118094.92,Delhi,UPI
ORD00217,CUST0214,PROD080,2024-08-08,Beauty,Serum,1,940.3,940.3,Mumbai,Net Banking
ORD00218,CUST0126,PROD088,2024-05-09,Sports,Racket,5,1950.42,9752.1,Kolkata,Debit Card
ORD00219,CUST0105,PROD044,2024-04-20,Clothing,T-Shirt,1,1042.14,1042.14,Lucknow,Credit Card
ORD00220,CUST0067,PROD098,2024-02-13,Clothing,Jacket,3,3750.47,11251.41,Pune,COD
ORD00221,CUST0127,PROD019,2024-04-05,Home & Kitchen,Bedsheet,1,2312.28,2312.28,Delhi,UPI
ORD00222,CUST0168,PROD074,2023-06-13,Electronics,Tablet,1,69812.29,69812.29,Pune,Credit Card
ORD00223,CUST0255,PROD003,2023-11-12,Sports,Dumbbells,1,5977.02,5977.02,Delhi,Net Banking
ORD00224,CUST0145,PROD064,2023-02-21,Home & Kitchen,Pressure Cooker,1,2112.8,2112.8,Lucknow,Net Banking
ORD00225,CUST0373,PROD047,2023-09-28,Electronics,Laptop,1,68537.93,68537.93,Kolkata,Debit Card
ORD00226,CUST0148,PROD010,2024-07-20,Electronics,Laptop,1,47771.12,47771.12,Kolkata,COD
ORD00227,CUST0313,PROD016,2024-11-27,Clothing,Kurta,5,1613.97,8069.85,Bangalore,UPI
ORD00228,CUST0102,PROD078,2023-05-28,Clothing,Jacket,1,2921.37,2921.37,Ahmedabad,Net Banking
ORD00229,CUST0266,PROD059,2024-04-30,Home & Kitchen,Mixer,2,790.89,1581.78,Bangalore,COD
ORD00230,CUST0202,PROD079,2023-06-16,Sports,Football,2,2168.73,4337.46,Hyderabad,COD
ORD00231,CUST0244,PROD003,2023-11-03,Clothing,Kurta,2,2801.53,5603.06,Pune,Debit Card
ORD00232,CUST0323,PROD004,2024-12-05,Books,Comics,3,916.77,2750.31,Lucknow,Net Banking
ORD00233,CUST0246,PROD022,2024-08-20,Electronics,Smartwatch,2,48322.58,96645.16,Ahmedabad,COD
ORD00234,CUST0294,PROD090,2023-02-02,Sports,Dumbbells,2,1141.47,2282.94,Delhi,Credit Card
ORD00235,CUST0211,PROD065,2023-07-28,Electronics,Headphones,1,36408.52,36408.52,Lucknow,Net Banking
ORD00236,CUST0167,PROD085,2024-07-28,Sports,Cricket Bat,2,4322.62,8645.24,Jaipur,COD
ORD00237,CUST0182,PROD087,2024-07-13,Clothing,Jeans,2,2459.88,4919.76,Hyderabad,COD
ORD00238,CUST0395,PROD037,2023-11-01,Clothing,Jeans,1,1610.61,1610.61,Chennai,Net Banking
ORD00239,CUST0148,PROD016,2023-10-08,Clothing,Jacket,4,2933.85,11735.4,Lucknow,COD
ORD00240,CUST0149,PROD006,2023-05-30,Clothing,Saree,5,4146.19,20730.95,Hyderabad,UPI
ORD00241,CUST0104,PROD069,2023-08-08,Clothing,Saree,2,3382.72,6765.44,,COD
